__label__社会 , 日本 で 最も 面積 が 大きい 市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい た か や ま 
__label__社会 , 2006 年 に 北側 は 甲府 市 、 南側 は 富士 河口湖 町 と 分村 合併 し た オウム真理教 の 施設 が あっ た 山梨 県 の 村 は ○ ○ ○ ○ 村 ？ 上九一色 
__label__社会 , 南 アメリカ の 国 ・ ブラジル の 首都 は どこ ？ ( 5 文字 ) ブラジリア 
__label__社会 , 「 核 実験 に関する 重要 な 証拠 」 として 、 2010 年 に 世界 遺産 に 登録 さ れ た の は マーシャル 諸島 の ○ ○ ○ 環礁 ？ ○ を 答え なさい ビキニ 
__label__社会 , 2014 年 の 世界 遺産 登録 を めざし て いる 、 日本 初 の 器械 製糸 工場 は 「 ○ ○ 製糸 場 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい と み おか 
__label__社会 , 次 の 山陽新幹線 の 駅 を 西 に ある ほう から 順に 選び なさい 小倉 新 倉敷 広島 
__label__社会 , 次 の 日本 の 法律 と 、 その 条文 数 の 正しい 組み合わせ を 選び なさい 民法 商法 日本国 憲法 85101044 条 
__label__社会 , 室町 時代 中期 に 登場 し た 本願寺 の 第 ８ 世 門主 で 、 浄土真宗 を 中興 し 各地 で 一向 一揆 が 起きる 一因 と なっ た の は ？ ( 2 文字 ) 蓮如 
__label__社会 , 国土 地理 院 の 発行 する 2 万 5 千 分の 1 の 地形 図 で 東京 タワー を 表す 地図 記号 は 高 塔 で ある 
__label__社会 , 宮古 上布 は 沖縄 県 の 伝統 工芸 品 で ある 
__label__社会 , 日本 に ある 世界 自然 遺産 は 全て 国立 公園 に 指定 さ れ て いる 
__label__社会 , 大手 百貨店 「 天満屋 」 の 本社 が ある 都市 は 広島 市 で ある 
__label__社会 , アメリカ で 旅客機 に 搭乗 する 際 に は 、 国内線 で あっ て も 写真 つき の 身分 証明 書 を 提示 し なけれ ば なら ない 
__label__社会 , 2011 年 2 月 より 名古屋 市 交通 局 、 名古屋 鉄道 など が 導入 し た IC カード 乗車 券 の 名称 は ？ manaca 
__label__社会 , 国会 議事堂 で 正面 から 向かっ て 右側 に ある の は 衆議院 で ある 
__label__社会 , 南米 の 国 ・ ボリビア の 通貨 単位 です ボリビアーノ 
__label__社会 , 磁石 の 吸引 力 や 反発 力 を 利用 し て 走る 高速 鉄道 は ○ ○ ○ モーターカー ？ ○ を 答え なさい リニア 
__label__社会 , 1993 年 に 亡くなっ た 、 かつて コロンビア で 麻薬 密売 組織 メデジン・カルテル を 創設 し 麻薬 王 と 呼ば れ た 人物 は ？ パブロ・エスコバル 
__label__社会 , ヨーロッパ の 国 アイスランド と アイルランド で より 北 に 位置 する の は アイスランド で ある 
__label__社会 , 現在 の 宮崎 県 と ほぼ 同じ 地域 に かつて 存在 し た 国 です 日向 
__label__社会 , 道路 運送 車両 法 で は 「 側 車 付 自動 二 輪 車 」 の 名 で 呼ば れる オートバイ の 一種 は ？ サイドカー 
__label__社会 , 2010 年 4 月 に 政令 指定 都市 に 移行 し た 神奈川 県 の 都市 は ○ ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい さ が みはら 
__label__社会 , 新潟 県 で 最も 面積 の 大きい 湖 は 佐渡 島 に ある 
__label__社会 , 納税 者 と 納税 義務 者 が 一致 する か 否 か による 税 の 種類 の うち 1 つ を 答え なさい ちょくせつ ぜ い かん せ つ ぜ い 
__label__社会 , 観光 地 として 有名 な 、 京都 市 の 南禅寺 から 銀閣寺 に 至る 小道 の こと を 「 ○ ○ の 道 」 という ？ ○ の 漢字 を ひ ら が なで 答え なさい てつ がく 
__label__社会 , 1922 年 に 成立 し 1991 年 に 解体 さ れ た 国家 は ○ ○ ○ ○ 連邦 ？ ○ を 答え なさい ソビエト 
__label__社会 , 農業 の 仕事 による 収入 が 中心 と なっ て いる 農家 を 第 二 種 兼業 農家 という 
__label__社会 , [ 画像 問 ] 次 の うち 、 イングランド の 国旗 は どっち ？ （ A . 白地 に 赤い 十字 | B . 青地 に 白い 対角線 が 交差 ） 
__label__社会 , アルバニア は アジア の 国 で ある 
__label__社会 , 英語 で 「 Atlantic Ocean 」 と 呼ば れる 海 は 大西洋 で ある 
__label__社会 , 穀物 の 乾燥 ． 選別 、 貯蔵 など を 行う 大 規模 な 施設 は カントリー ○○○○○○？○ を 答え なさい エレベーター 
__label__社会 , ヨーロッパ の 国 ハンガリー の 首都 は ブダペスト で ある 
__label__社会 , 有名 な 駅弁 「 峠 の 釜めし 」 の 容器 に も 使わ れ て いる 栃木 県 の 伝統 工芸 品 で ある 焼き物 は ○ ○ 焼 ？ ( 2 文字 ) 益子 
__label__社会 , 湘南 を 走る こと から 映画 や ドラマ の 舞台 と なる こと が 多い 、 鎌倉 駅 と 藤沢 駅 を 結ぶ 鉄道 は ○ ○ ○ 電鉄 ？ 江ノ島 
__label__社会 , 標高 8000 m 以上 の 山 は すべて ヒマラヤ山脈 に ある 
__label__社会 , 次 の うち 、 その トップ が 「 代表 」 と 呼ば れる 日本 の 政党 を 全て 選び なさい 自由民主党 公明党 日本 共産党 
__label__社会 , 作家 の スタンダール や 映画 監督 の トリュフォー が 埋葬 さ れ て いる パリ 市内 の 墓地 は モンパルナス 墓地 で ある 
__label__社会 , 1999 年 に アジア 人 として 初めて ユネスコ の 事務 局長 に 就任 し た 日本人 は ○ ○ 晃一郎 ？ ○ の 漢字 を ひ ら が なで 答え なさい まつうら 
__label__社会 , 不二家 の マスコットキャラクター で ある 女の子 は ペコ ちゃん です が 男の子 は ○ ○ ちゃん ？ ○ を 答え なさい ポコ 
__label__社会 , 京都 の 東寺 に ある 五重塔 は 日本 で 最も 高い 五重塔 で ある 
__label__社会 , 南 アメリカ に ある 国 で アスンシオン を 首都 と する の は パラグアイ で ある 
__label__社会 , 東京 駅 が 開業 し た の は 大正 時代 で ある 
__label__社会 , アイビー リーグ の 1 つ ニューヨーク 州 に ある 大学 ピューリッツァー 賞 選考 委員 会 宇多田 ヒカル が 中退 ブラウン 大学 コロンビア大学 ハーバード 大学 プリンストン大学 
__label__社会 , 日本銀行 と 政府 が 、 行き過ぎ た 円 高 ドル 安 を 是正 し たい と 考え た 時 に 行わ れる の は 「 円 売り ・ ドル 買い 介入 」 で ある 
__label__社会 , 日本 の 市 で 人口 が もっとも 多い の は 大坂 市 で ある 
__label__社会 , 夏 野菜 を ビニール ハウス で 春 に 作る など 、 通常 より 早く 収穫 ・ 出荷 を する 農業 の 方式 を 促成 栽培 と いい ます が 夏 野菜 を ビニール ハウス を 使っ て 秋 に 収穫 する など 通常 より も 収穫 ・ 出荷 を 遅く する 農業 の 方式 を 何 という ？ 抑制 栽培 
__label__社会 , 次 の うち 、 区 の 数 が 7 つ で ある 政令 指定 都市 を 全て 選び なさい 千葉 市 堺 市 北九州 市 
__label__社会 , 観光 の ハイライト と なっ て おり グアム 島 の シンボル と も いえる 海抜 123 ｍ の 岬 は ○ ○ 岬 ？ ○ の 漢字 を ひ ら が なで 答え なさい こい びと 
__label__社会 , オーストラリア の 中央 部 に ある 世界 最大 級 の 一枚岩 は ？ エアーズロック 
__label__社会 , 日本 で 最初 に エレベーター が 設置 さ れ た デパート は 東京 の 三越 で ある 
__label__社会 , 小泉 内閣 で は 規制 改革 担当 大臣 と 国土 交通 大臣 を 担当 し た 政治 家 で 2010 年 より 自民党 幹事 長 を 務め て いる の は ？ ( 4 文字 ) 石原 伸晃 
__label__社会 , 脳 科学 者 茂木 健一郎 が 提唱 し た 一瞬 の ひらめき で 脳 が 活性 化 する 体験 の こと を 何 という ？ エヘ 体験 ウフ 体験 イヒ 体験 アハ 体験 
__label__社会 , 地下鉄 や 新 交通 システム など で 採用 さ れ て いる 、 「 自動 列車 運転 装置 」 の 略称 は ？ ( 3 文字 ) ATO 
__label__社会 , 日本 で 、 パスポート を 発行 し て いる 中央 官庁 は 外務省 です が 製造 し て いる 独立 行政 法人 は 国立 ○ ○ 局 ？ ○ の 漢字 を ひ ら が なで 答え なさい いん さ つ 
__label__社会 , かつて 鉄道 友の会 が 選定 を 行っ て い た 、 長い 期間 に 渡っ て 活躍 し た 鉄道 の 車両 を 対象 に し た 賞 は ○○○○○○○ 賞 ？ エバーグリーン 
__label__社会 , エン ゲル 係数 は 家計 の 支出 に 占める 食費 の 割合 を 示す 数字 で ある 
__label__社会 , 同じ 耕地 で 一 年 に 二 度 別 の 種類 の 農作物 を 栽培 する こと を 二毛作 という 
__label__社会 , アメリカ 、 ネバダ 州 の 州都 は カーソンシティ で ある 
__label__社会 , 次 の うち 、 東京電力 が 専業 地域 と し て いる 県 を 全て 選び なさい 神奈川 県 長野 県 新潟 県 
__label__社会 , 次 の 当て字 と それ が あらわす 国 の 正しい 組み合わせ を 選び なさい 英 吉利 仏蘭西 独逸 イギリス フランス ドイツ 
__label__社会 , 次 の 半島 と 、 それ を 領有 する 国 の 正しい 組み合わせ を 選び なさい クリミア半島 ヨーク 岬 半島 アナトリア 半島 トルコ ウクライナ オーストラリア 
__label__社会 , 2011 年 に ハイチ の 大統領 に 就任 し た ミュージシャン は ミシェル ・ ○○○○○？ マル テリー 
__label__社会 , 愛知 県 や 静岡 県 が ここ に 含ま れ ます と うかい ちほう 
__label__社会 , 日本 で 、 タバコ に かけ られる 「 たばこ 税 」 は 間接 税 で ある 
__label__社会 , カリブ海 に 浮かぶ 島国 キューバ の 通貨 単位 は ？ カタカナ で 答え なさい ペソ 
__label__社会 , 平将門 の 首 を 祀っ て いる 東京 の 神社 です 築 土 神社 
__label__社会 , アンデス山脈 、 ロッキー 山脈 日本 列島 など が 含ま れる 造山 帯 は ？ 環太平洋 造山 帯 
__label__社会 , 重要 無形 文化財 保持 者 の こと を 一般 に は 何 という ？ 人間 国宝 
__label__社会 , 「 トヨタ 博物館 」 が ある 愛知 県 の 都市 です 長久手 市 
__label__社会 , 地球 上 において 北緯 90 ° の 地点 の こと を 特に 「 ○ ○ ○ 」 という ？ ○ の 漢字 を ひ ら が なで 答え なさい ほっき ょくてん 
__label__社会 , 1983 年 に アメリカ から 帰国 し た 際 マニラ 国際 空港 で 暗殺 さ れ た フィリピン の 政治 家 は ベニグノ・ ○ ○ ○ ？ ( 3 文字 ) アキノ 
__label__社会 , 1665 年 に 東本願寺 が 設立 し た 「 学寮 」 を 起源 と する 京都 の 私立 大学 は 大谷大学 です が 1639 年 に 西本願寺 が 設立 し た 「 学寮 」 を 起源 と する 京都 の 私立 大学 は ？ 種智院大学 仏教 大学 大谷大学 龍谷大学 
__label__社会 , アフリカ 大陸 の 国 シエラレオネ 共和 国 の 首都 は ？ ( 6 文字 ) フリータウン 
__label__社会 , ロシア 語 の 「 対 戦車 擲弾 発射 筒 」 の 頭文字 を とっ て 命名 さ れ た ソ連 の 開発 し た 携帯 対 戦車 兵器 は ○○○- 7 ？ ( 3 文字 ) RPG 
__label__社会 , ギリシャ 神話 の 女神 アテナ が 持つ 盾 の 名前 が つけ られ た 強力 な レーダー と 防空 システム を 備え た 軍用 艦 は ○ ○ ○ ○ 艦 ？ イージス 
__label__社会 , 戦争 や 恐慌 など の 際 に 銀行 が 支払 を 一時 停止 する こと モラトリアム 
__label__社会 , その 最北端 は 飛 竜崎 と 呼ば れる 青森 県 に ある 本州 北端 部 の 半島 は ○ ○ 半島 ？ ( 2 文字 ) 津軽 
__label__社会 , 沿岸 漁業 と 沖合 漁業 が 含ま れる およそ 日帰り が 可能 な 海域 で 行なわ れる 漁業 は ○ ○ 漁業 ？ ○ の 漢字 を ひ ら が なで 答え なさい きん かい 
__label__社会 , アメリカ合衆国 議会 を 構成 する 上院 と 下院 。 定数 が 多い の は 上院 の 方 で ある 
__label__社会 , 日本海 に 浮かぶ 小島 で 竹島 が 属する の は 何 県 ？ 富山 県 鳥取 県 島根 県 秋田 県 
__label__社会 , 当て字 で 「 墨 西 哥 」 と 表さ れる 国 は ○○○○？○ を 答え なさい メキシコ 
__label__社会 , 次 の アメリカ の 州 を 北 から 順に 選び なさい サウスカロライナ 州 ノースダコタ 州 ノースカロライナ 州 サウスダコタ 州 
__label__社会 , ケンタッキーフライドチキン の 日本 で の 第 1 号 店 が でき た 都市 は 名古屋 市 で ある 
__label__社会 , 長州 藩 の 城下町 として 発展 し た 山口 県 北部 の 都市 は 萩 市 で ある 
__label__社会 , 鳩山 由紀夫 首相 が 受賞 者 と なっ た 2009 年 の 「 新語 ・ 流行 語 大賞 」 で 年間 大賞 を 受賞 し た 言葉 は 「 友愛 」 で ある 
__label__社会 , 未だ 征服 さ れ て い ない 山 の こと です 未踏 峰 
__label__社会 , 次 の 文字 列 を 順に 選ん で アフリカ 大陸 西部 の 国 の 名前 に し なさい ギニ サウ アビ 
